date,text
2022-01-18,"Специалист подсчитала, в какие месяцы выгоднее всего идти в отпуск "
2022-01-18,"Секретарь СНБО заявил, что Украине нужно больше оружия "
2022-01-18,"Пушков предупредил Францию о последствиях ""сдерживания"" России "
2022-01-18,"СМИ: шведских детей запугали разговорами о ""российском вторжении"" "
2022-01-18,AFP: Мали попросила Францию пересмотреть оборонные соглашения 
2022-01-18,Киану Ривз назвал любимые песню и фильм 
2022-01-18,"КНДР заявила, что провела испытания тактических управляемых ракет "
2022-01-18,Арабская коалиция объявила о начале бомбардировок столицы Йемена 
2022-01-18,В России стартовал пятый этап туристического кешбэка 
2022-01-18,В России начинаются крещенские купания 
2022-01-17,"Арестович уволился из офиса президента Украины, сообщили СМИ "
2022-01-17,Суд по избранию меры пресечения Порошенко перенесли на 19 января 
2022-01-17,"Боррель исключил ""превентивные санкции"" ЕС против России из-за Украины "
2022-01-17,ИКАО разослала отчет о расследовании инцидента с самолетом Ryanair в Минске 
2022-01-17,Боррель не считает пересмотр архитектуры безопасности безумной идеей 
2022-01-17,"В Дагестане зарегистрировали первый случай ""омикрона"" "
2022-01-17,"Зеленский и глава МИД ФРГ надеются на скорую встречу ""нормандского формата"" "
2022-01-17,Суд подсчитал годовой доход Google и Meta в России 
2022-01-17,"В Киеве закрыли еще одну станцию метро из-за сообщения о ""минировании"" "
2022-01-17,Белый дом не исключил возможности отключения России от SWIFT 
2022-01-17,"Британия поставит Украине противотанковые вооружения для ""самообороны"" "
2022-01-17,Порошенко исчез из списка внутригосударственного розыска Украины 
2022-01-17,"Западу не выгодны проблемы в банковской системе России, заявил сенатор "
2022-01-17,Минздрав утвердил перечень противопоказаний к вакцинации от COVID-19 
2022-01-17,Цена на газ в Европе снизилась до 900 долларов за тысячу кубов 
2022-01-17,"Кувейт становится непригодным для жизни, сообщил Bloomberg "
2022-01-17,"В Финляндии изобрели тестер, определяющий коронавирус за секунды "
2022-01-17,Захарова оценила запрос Германии к Нидерландам об увеличении поставок газа 
2022-01-17,"Силовики ВСУ обстреляли из гранатомета село в Донбассе, заявили в ДНР "
2022-01-17,"МИД обвинил НАТО в ""остром положении"" в Балтийском регионе и на Черном море "
2022-01-17,В Госдуме поддержали поправки к проекту о пожизненном сроке для педофилов 
2022-01-17,"МИД отверг заявления, что Россия пытается восстановить зоны влияния в мире "
2022-01-17,Генсек ООН призвал мир готовиться к следующей пандемии 
2022-01-17,"Извержение вулкана в Тонга стало мощнейшим с 1100 года, предположили ученые "
2022-01-17,Крупнейшие стройки Ленобласти стали частью дорожного нацпроекта 
2022-01-17,Из Сочи в Израиль можно будет добраться на круизном лайнере 
2022-01-17,Школьники МО смогут заниматься в библиотеках в VR-очках 
2022-01-17,Новое граффити появилось рядом с работой Бэнкси в британском Бристоле 
2022-01-17,Газовые операторы Польши и Украины начали совместные консультации 
2022-01-17,Землю засыпает вулканическим пеплом. Чем грозит извержение у берегов Тонга 
2022-01-17,В Петербурге допустили новые меры при всплеске заболеваемости COVID-19 
2022-01-17,Viber сообщил об открытии представительства в России 
2022-01-17,Суд ушел в совещательную комнату для избрания Порошенко меры пресечения 
2022-01-17,На границе Китая и Монголии произошло землетрясение 
2022-01-17,Японцы остались в восторге от советского самолета 
2022-01-17,В Киеве призвали НАТО к конкретным шагам по включению Украины в альянс 
2022-01-17,Чем интересен недорогой смартфон Poco M4 Pro 5G и почему он не Xiaomi 
2022-01-17,Рябков и посол Индии обсудили итоги встреч России с США и НАТО 
2022-01-17,В Севастополе зафиксировали значительный рост числа заболевших COVID-19 
2022-01-17,"Иностранные СМИ готовятся обвинить ЛНР в обстрелах, заявили в Луганске "
2022-01-17,Минздрав Подмосковья призвал не купаться на Крещение после прививки 
2022-01-17,Соцпроекты Ленобласти получат гранты Президентского фонда 
2022-01-17,"Суд отклонил кассационную жалобу на приговор по делу ""Нового величия"" "
2022-01-17,В Израиле предложили учредить День памяти исхода евреев из СССР 
2022-01-17,Совет Госдумы поддержал снятие с рассмотрения законопроекта о QR-кодах 
2022-01-17,Расследование дела казахского банкира Аблязова закрыли летом 2021 года 
2022-01-17,В Подмосковье запустили производство тестов на выявление омикрон-штамма 
2022-01-17,"В Коми выявили первые 23 случая заражения ""омикроном"" "
2022-01-17,Житель Мордовии получил 14 лет колонии за насилие над двумя девочками 
2022-01-17,"Полиция проверит инцидент в Ярославле, где автомобилист не пропускал скорую "
2022-01-17,В Москве начинается II Международный музыкальный фестиваль Валерия Халилова 
2022-01-17,Главу таможенной службы Киргизии задержали за коррупцию 
2022-01-17,Порошенко назвал Зеленского неадекватным человеком 
2022-01-17,"Глава Ирана выступит на заседании Госдумы, сообщил Жуков "
2022-01-17,Житель Липецка получил срок за откушенный знакомому палец 
2022-01-17,В Ставропольском крае в ДТП погиб один человек  
2022-01-17,"В ДНР заявили о прибытии в Донбасс бойцов ""Правого сектора""* "
2022-01-17,Турчак призвал подумать о субсидиях местным властям для подготовки служащих 
2022-01-17,Польской армии поставили некачественную обувь 
2022-01-17,Booking объяснила ужесточение политики в Крыму санкциями Евросоюза 
2022-01-17,"Порошенко пытался устроить скандал в аэропорту, заявили в Раде "
2022-01-17,Слуга народа призвала Порошенко не скандализировать уголовное дело 
2022-01-17,В Польше мужчина с мачете ранил четырех прохожих 
2022-01-17,Порошенко заснул в суде на заседании по избранию ему меры пресечения 
2022-01-17,Госспецсвязь Украины сообщила о новой атаке хакеров на сайт 
2022-01-17,Глава МИД Германии заявила о неизменной политике по экспорту вооружений 
2022-01-17,"В РПЦ предостерегли от ""алкогольной вакханалии"" на Крещение "
2022-01-17,Европе посоветовали поменять стратегию хранения газа 
2022-01-17,Названы характеристики китайского суперфлагманского смартфона 
2022-01-17,Кулеба обвинил Россию в блокировке процесса урегулирования в Донбассе 
2022-01-17,Российский постпред раскритиковал реакцию ОБСЕ на ситуацию в Казахстане 
2022-01-17,Путин продлил срок службы спецпредставителю по экологии Иванову 
2022-01-17,Замсекретаря ОП остается в реанимации 
2022-01-17,"В России могут создать комиссию по поддержке одаренных детей, заявили в СПЧ "
2022-01-17,В СПЧ анонсировали план действий по дальнейшему обучению Тепляковой 
2022-01-17,В Киеве опровергли заявление Лукашенко об украинских радикалах на границе 
2022-01-17,В Москве оборудуют места для крещенских купаний  
2022-01-17,Кандидата в президенты Франции оштрафовали за разжигание расовой ненависти 
2022-01-17,Две девочки погибли при пожаре в Екатеринбурге 
2022-01-17,"Власти Петербурга опасаются ""вертикального подъема заболеваемости"" COVID-19 "
2022-01-17,"Суд лишил прав родителей девочки, жившей в московском медцентре "
2022-01-17,"В Туле проверяют инцидент с трамваем, окатившим прохожих грязным снегом "
2022-01-17,НАТО опубликовала стратегию по космосу 
2022-01-17,Путин поручил ускорить развитие туристской инфраструктуры 
2022-01-17,Путин поручил подготовить идеи по развитию дорожной сети 
2022-01-17,Суд в Киеве продолжил заседание об избрании Порошенко меры пресечения 
2022-01-17,В МИД выразили разочарование противодействием RT DE в Берлине 
2022-01-17,"Европа отобрала из подземных хранилищ 62,6% закачанного летом газа "
2022-01-17,Рогов рассказал об уходе с СТС 
2022-01-17,В Петербурге нетрезвый пациент больницы устроил драку с охраной 
2022-01-17,Путин поручил сократить время оформления медицинской документации 
2022-01-17,В Крыму составили реестр официально работающих отелей и санаториев 
2022-01-17,"ОБСЕ могла бы подталкивать Европу к признанию ""Спутника V"", заявил постпред "
2022-01-17,Путин поручил главам регионов контролировать модернизацию здравоохранения 
2022-01-17,The Week: Путин разоблачил блеф США в ситуации с Украиной 
2022-01-17,В епархии прокомментировали видео с танцем на фоне храма в Дзержинске 
2022-01-17,"Берлин пытается влиять на внутренние процессы в России, заявили в МИД "
2022-01-17,"Россия будет соблюдать все нормы по ""Северному потоку — 2"", заявили в МИД "
2022-01-17,"В Крыму запретят массовые мероприятия из-за первого случая ""омикрона"" "
2022-01-17,Лавров пошутил о 18 сценариях США по Украине 
2022-01-17,В Крыму выявили первый случай заражения омикрон-штаммом 
2022-01-17,Likee и Viber зарегистрировали личный кабинет на сайте Роскомнадзора 
2022-01-17,"Глава МИД ФРГ пригрозила мерами против ""Северного потока — 2"" при эскалации "
2022-01-17,"В Сочи вынесли приговор мужчине, который забил бездомную собаку битой "
2022-01-17,Бербок намерена обсудить с Лавровым переговоры в нормандском формате 
2022-01-17,"Кулеба обсудил с главой МИД Германии ""Северный поток — 2"" "
2022-01-17,"ЕС рекомендовал ограничить поездки с Аргентиной, Австралией и Канадой "
2022-01-17,Творческая встреча с режиссером Владимиром Хотиненко 
2022-01-17,В Таиланде зафиксировали первые два случая смерти от омикрон-штамма 
2022-01-17,Газпром уменьшил экспорт газа в страны дальнего зарубежья 
2022-01-17,Свыше 600 вылетов совершила санавиация Подмосковья в 2021 году 
2022-01-17,Facebook восстановил аккаунт российской делегации в Вене 
2022-01-17,"Для Украины нет альтернативы Минским соглашениям, заявил Лавров "
2022-01-17,"Российское руководство в состоянии обеспечить права граждан, заявил Лавров "
2022-01-17,Лавров ответил на вопрос о возможном провале диалога по безопасности 
2022-01-17,Сын Куравлева рассказал о состоянии актера 
2022-01-17,Пошлина на экспорт нефти из России вырастет на один доллар за тонну 
2022-01-17,Официальный курс евро на вторник снизился на три копейки 
2022-01-17,Германия предложила Украине помощь в борьбе с хакерами 
2022-01-17,"Путин поддержал идею присвоить Астрахани звание ""Город трудовой доблести"" "
2022-01-17,Прилучный вместе с Муцениеце и детьми отправился на отдых 
2022-01-17,Лукашевич прокомментировал блокировку страницы делегации в Вене в Facebook 
2022-01-17,В Хабаровском крае поезд сбил амурского тигра 
2022-01-17,Четыре человека погибли при пожаре в доме в Коми 
2022-01-17,Ученица Рахманинова подписала контракт на новый альбом в 97 лет 
2022-01-17,Путин провел телефонный разговор с премьером Пакистана 
2022-01-17,Турчак анонсировал обсуждение законопроекта против пыток 
2022-01-17,"Порошенко заинтересован, чтобы суд быстро принял решение о мере пресечения "
2022-01-17,Правительство поддержало законопроект об оплате детсадов ИП маткапиталом 
2022-01-17,Нетрезвый житель Казани без прав перевозил четверых детей в багажнике 
2022-01-17,"Число заболевших COVID-19 будет расти, заявил Турчак "
2022-01-17,"Ограбленная вдова Градского не сразу обратилась в полицию, сообщил источник "
2022-01-17,Суд объявил перерыв в заседании по избранию меры пресечения Порошенко 
2022-01-17,Правительство Коми отправили в отставку 
2022-01-17,Онлайн-конференция о проблеме деинституционализация детей-сирот   
2022-01-17,Самолет Uzbekistan Airways выехал за пределы полосы в Минске 
2022-01-17,"Учения России не связаны с ситуацией на Украине, заявил постпред при ОБСЕ "
2022-01-17,Российское генконсульство в Казахстане 24 января возобновит работу 
2022-01-17,"Количество выпавшего снега во дворах Подмосковья выросло в 2,5 раза "
2022-01-17,Навальному продлили учет как склонному к экстремизму еще на три месяца 
2022-01-17,Постпред при ОБСЕ заявил о сильном ухудшении ситуации в Донбассе 
2022-01-17,Бочкарев: пик переселения по реновации в Москве ожидается через два года 
2022-01-17,Порошенко отказался от бесплатного адвоката 
2022-01-17,"В Новгородской области начал распространяться ""омикрон"" "
2022-01-17,В Кирове ребенка высадили из автобуса одного поздно вечером в промзоне 
2022-01-17,СМИ: грабители оставили вдове Александра Градского 50 тысяч рублей 
2022-01-17,Киевский суд начал избирать меру пресечения Порошенко 
2022-01-17,Россия и Белоруссия проведут проверку сил реагирования Союзного государства 
2022-01-17,Назван способ получить двойной налоговый вычет при покупке квартиры 
2022-01-17,Суд отклонил иск Навального к ИК-2 о деньгах на его лицевом счету 
2022-01-17,Лукашенко утвердил название совместных военных учений с Россией 
2022-01-17,Минутка йоги: Брухунова показала подросшего сына Петросяна 
2022-01-17,Экс-главу Минэнерго Украины объявили в международный розыск 
2022-01-17,В Кремле рассказали о подготовке визита Путина в Китай 
2022-01-17,Почти 40 коммерческих объектов построят в Московской области 
2022-01-17,Кличко повторно заразился коронавирусом 
2022-01-17,Московские службы начали обрабатывать дороги против гололеда 
2022-01-17,Песков оценил возможность размещения российских ракет в Латинской Америке 
2022-01-17,Количество жалоб на отопление в Подмосковье сократилось на 28% 
2022-01-17,В Кремле оценили взаимодействие с регионами по мерам борьбы с коронавирусом 
2022-01-17,В Кремле прокомментировали идею размещения в Эстонии войск НАТО 
2022-01-17,Путин проводит международный телефонный разговор 
2022-01-17,"В Кремле заявили, что не следят за ситуацией вокруг Порошенко в Киеве "
2022-01-17,В Чувашии выявили первый случай заражения омикрон-штаммом 
2022-01-17,"Эпидемиолог рассказал, кто наиболее легко переносит заражение ""омикроном"" "
2022-01-17,Власти опровергли заявления о попытке помешать въезду Порошенко на Украину 
2022-01-17,Навального не сняли с учета как склонного к экстремизму и терроризму 
2022-01-17,"Вакцинация подростков от COVID-19 станет плановой, предположил вирусолог "
2022-01-17,Франция и Германия призвали к полному выполнению Минских соглашений 
2022-01-17,В Москве за сутки госпитализировали 736 пациентов с COVID-19 
2022-01-17,"В Ростове-на-Дону 85 школ получили сообщения о ""минировании"" "
2022-01-17,"В Госдуме заявили, что говорить об улучшении ситуации с ""омикроном"" рано "
2022-01-17,"Рост заболеваемости COVID-19 длится до 45 дней, заявил эпидемиолог "
2022-01-17,"Вирусолог рассказал, когда спадет волна заражений ""омикроном"" "
2022-01-17,В России за сутки от COVID-19 умерли 670 человек 
2022-01-17,"Порошенко заявил, что власти Украины испугались его сторонников "
2022-01-17,"Спрогнозировать ситуацию с омикрон-штаммом сложно, заявили в Госдуме "
2022-01-17,В России выявили 30 726 новых случаев заражения коронавирусом 
2022-01-17,Врио главы Ярославской области объявил новый состав правительства региона 
2022-01-17,"EMA не получило документацию для сертификации ""Спутника V"", заявил посол ЕС "
2022-01-17,Раиси обсудит с Путиным двустороннее сотрудничество 
2022-01-17,Мишустин прокомментировал новый порядок отслеживания древесины 
2022-01-17,"Источник заявил о возможной встрече политсоветников ""нормандской четвертки"" "
2022-01-17,Порошенко поприветствовал сторонников по прилете в аэропорт в Киеве 
2022-01-17,Порошенко уехал в суд 
2022-01-17,"ГБР Украины подтвердило, что пыталось вручить Порошенко повестку в суд "
2022-01-17,"Порошенко рассказал, как его пытались не впустить на Украину "
2022-01-17,"Берлин не ведет переговоров по Украине за спиной Киева, заявила глава МИД "
2022-01-17,В Северной Осетии выявили первые случаи заражения омикрон-штаммом 
2022-01-17,"Власти Украины пересекли ""красные линии"", заявил Порошенко "
2022-01-17,"В Австралии заявили, что признание ""Спутника V"" не означает открытия границ "
2022-01-17,Галкин сравнил рисунок дочери с работами Леонардо да Винчи 
2022-01-17,Комендатура Алма-Аты предложила жителям сдать незаконное оружие 
2022-01-17,Глава Забайкалья предложил отправить часть чиновников на удаленку 
2022-01-17,"Комедия ""King's man: Начало"" возглавила прокат в России и СНГ за выходные "
2022-01-17,В аэропорту Киева Порошенко вручили повестку с вызовом в суд 
2022-01-17,В Алма-Ате после беспорядков предстоит восстановить почти 250 зданий 
2022-01-17,В Мурманске объявили штормовое предупреждение 
2022-01-17,"В Казани оштрафовали водителя ""КамАЗа"", дрифтовавшего у речного порта "
2022-01-17,Лукашенко доложат о совместном учении России и Белоруссии 
2022-01-17,В ЛНР заявили об обстреле поселка со стороны ВСУ 
2022-01-17,"Порошенко заявил, что его партия не хочет нового Майдана "
2022-01-17,В ДНР заявили об обстреле украинскими силовиками донбасского села 
2022-01-17,Самолет с Порошенко на борту прибыл в Киев 
2022-01-17,Глава МИД Японии надеется на прогресс в диалоге с Россией по Курилам 
2022-01-17,Порошенко заявил о необходимости объединения украинской оппозиции 
2022-01-17,Сторонники Порошенко ждут его в аэропорту в Киеве 
2022-01-17,Ученые спрогнозировали пик заболеваемости COVID-19 в России 
2022-01-17,В Петербурге задержали подозреваемого в насилии над 12-летней девочкой в ТЦ 
2022-01-17,Премьер Японии намерен всесторонне развивать отношения с Россией 
2022-01-17,Самолет с Порошенко на борту вылетел из Варшавы в Киев 
2022-01-17,"Аблязов заявил, что не финансировал протесты в Казахстане "
2022-01-17,Напавшего на пассажиров автобуса жителя Красноярска направили на лечение 
2022-01-17,От РЖД потребовали приостановить использование вагонов со старыми осями 
2022-01-17,Порошенко планирует поездки после суда 
2022-01-17,При пожаре в жилом доме в Челябинске погибли три человека 
2022-01-17,В Москве и области объявили желтый уровень опасности из-за гололедицы 
2022-01-17,"В Общественной палате рассказали о январских фейках, связанных с COVID-19 "
2022-01-17,Синоптики рассказали о погоде в Москве в понедельник 
2022-01-17,Мы увидели страшное. Какие районы Москвы стоят на костях 
2022-01-17,Хватит одного залпа. Россия получит новое оружие против авианосцев 
2022-01-17,ЦРУ учит украинский спецназ убивать русских. Но обвинят Россию 
2022-01-17,Заплатит ли британский премьер за пир во время чумы? 
2022-01-17,Китай успешно выполнил первый в 2022 году космический запуск 
2022-01-17,"Привитым ""Спутником V"" разрешили въезд в Австралию "
2022-01-17,В Алма-Ате скорректировали сумму ущерба от беспорядков 
2022-01-17,В Челябинской области выявили первый случай заболевания омикрон-штаммом 
2022-01-17,"В Австралии признали ""Спутник V"" для подтверждения статуса вакцинации "
2022-01-17,"Беглый банкир заявил, что не инициировал протест в Казахстане "
2022-01-17,Из Казахстана вернулись четырнадцать самолетов с российскими миротворцами 
2022-01-17,Зять Назарбаева сложил полномочия главы нацпалаты предпринимателей 
2022-01-17,"Аблязов заявил, что призывал протестующих в Казахстане занимать здания "
2022-01-17,Вильфанд предупредил жителей Северного Кавказа о высоком риске схода лавин 
2022-01-17,Вильфанд рассказал о погоде на юге Европейской России в начале недели 
2022-01-17,Вильфанд рассказал о погоде в Москве в начале недели 
2022-01-17,"Самолет с миротворцами ОДКБ прибыл из Казахстана на аэродром ""Чкаловский"" "
2022-01-17,"Штурмовики Су-25 уничтожили ""противника"" на учениях в Приморье "
2022-01-17,В Иркутской области сгорел цех с майнинговыми фермами 
2022-01-17,СМИ: премьера Великобритании допросили из-за вечеринок во время локдауна 
2022-01-17,"Врач рассказала о неожиданном симптоме ""омикрона"" в глазах "
2022-01-17,Почему болит поясница? Врач о симптомах нового варианта COVID-19 
2022-01-17,"В США умер один из первых чернокожих военных летчиков, проживший более века "
2022-01-17,"Врач-инфекционист объяснил, почему ""омикрон"" гораздо опаснее для детей "
2022-01-17,"Эксперты объяснили, в каких случаях зарплата за январь может быть ниже "
2022-01-17,"Беглый банкир заявил, что протесты в Казахстане координировали из Киева "
2022-01-17,Российские ученые предположили возраст камня под памятником Петру I 
2022-01-17,Вдову певца Градского ограбили в Подмосковье 
2022-01-17,"Врач объяснил, почему долго сидеть перед телевизором смертельно опасно "
2022-01-17,Немцы резко ответили на требование посла Украины дать оружие 
2022-01-17,Тысячи авиарейсов отменили в США из-за снежной бури 
2022-01-17,В Харьковской области предложили разместить базу НАТО 
2022-01-17,"Вектор оценил живучесть ""омикрона"" на различных поверхностях "
2022-01-17,Большинство сербов выступили за изменения в конституции 
2022-01-17,Миротворцы ОДКБ вылетели из Казахстана в Ульяновскую область и Подмосковье 
2022-01-17,СМИ: движение в Босфорском проливе нормализовалось 
2022-01-17,"В России начинается ""Неделя памяти"" жертв Холокоста  "
2022-01-16,По делу о конфликте в московском автобусе задержали мужчину 
2022-01-16,Президенты Финляндии и Франции провели телефонный разговор 
2022-01-16,Прокуратура поставила на контроль дело о нападении на вдову Градского 
2022-01-16,В Москве в ДТП со скорой пострадали два человека 
2022-01-16,"НАТО готова обсудить с Россией вопросы сокращения вооружений, заявил генсек "
2022-01-16,"НАТО не согласится на вывод войск из стран-членов альянса, заявил генсек "
2022-01-16,В Сербии закрылись участки на референдуме по изменениям в конституции 
2022-01-16,"В Нью-Йорке толкнувший женщину под поезд бездомный утверждал, что он бог "
2022-01-16,"В Подмосковье ограбили вдову Градского, сообщил источник "
2022-01-16,Оппозиционная платформа заявила о дискриминации русскоязычных украинцев 
2022-01-16,Немцы возложили на Украину ответственность за напряженность в Европе 
2022-01-16,Салливан анонсировал новые дипломатические шаги США в переговорах с Россией 
2022-01-16,СК возбудил дело о разжигании вражды после инцидента в московском автобусе 
2022-01-16,"ФБР заявило, что захвативший заложников в Техасе был британец Малик Акрам "
2022-01-16,Песков объяснил свои слова о наступательном оружии на Украине 
2022-01-16,РКН потребовал снять ограничения со страницы делегации России в Вене  
2022-01-16,"Мудрость лидеров России и США позволит достичь компромисса, заявил Песков  "
2022-01-16,"В Эгейском море произошло землетрясение магнитудой 5,3 "
2022-01-16,Более трех миллионов жителей Петербурга привились от коронавируса 
2022-01-16,"Полиция объяснила, почему силовики не стреляли при обороне мэрии Алма-Аты "
2022-01-16,Песков не исключил принятия контрмер в случае дальнейшего расширения НАТО 
2022-01-16,"Порошенко уверен, что его не задержат после возвращения на Украину "
2022-01-16,"Песков назвал НАТО орудием конфронтации, подбирающимся к границам России "
2022-01-16,Более 70 участникам массовых беспорядков в Алма-Ате смягчили наказание 
2022-01-16,Соратник Меркель назвал отключение России от SWIFT атомной бомбой для рынка 
2022-01-16,В Алма-Ате из-за беспорядков погибли 149 гражданских и 11 силовиков 
2022-01-16,Из моргов в Алма-Ате украли 41 тело 
2022-01-16,В ДНР заявили об обстреле украинскими силовиками донбасского села 
2022-01-16,Названы опасные для здоровья ошибки при приготовлении яиц 
2022-01-16,"Жители Калининградской области смогли увидеть ""лунный нимб"" "
2022-01-16,"Байдена ждет ""очень плохая зима"" из-за России, пишет Bloomberg "
2022-01-16,Нацгвардия Украины задержала в Донбассе двух нелегалов из Азербайджана 
2022-01-16,В Минводах салют выбил окна в многоэтажке и повредил автомобили 
2022-01-16,"Австрия занимается вопросом выдачи сертификатов для привитых ""Спутником V"" "
2022-01-16,"Явка за пять часов референдума в Сербии составила 8,9 процента "
2022-01-16,В ДПТ под Красноярском погибли два ребенка и взрослый 
2022-01-16,"Визит вице-премьера ПНС Ливии в Россию прорабатывается, сообщил источник﻿ "
2022-01-16,"Рядом с Афоном произошло землетрясение магнитудой 5,4 "
2022-01-16,Кулеба: только Киев и НАТО могут договориться о вступлении Украины в альянс 
2022-01-16,В Киеве заявили о тесном контакте с НАТО 
2022-01-16,СМИ: Россия вытеснила США с мирового рынка оружия 
2022-01-16,"Украина реализует ""пакет мер сдерживания"" России, заявил Кулеба "
2022-01-16,Женщины в Кабуле выступили против ношения хиджаба 
2022-01-16,В Новосибирске потушили загоревшуюся цистерну с бензином 
2022-01-16,В Новосибирске загорелась цистерна с бензином 
2022-01-16,"Многие страны жалеют об обращении к США за помощью, считает Володин "
2022-01-16,"ОДКБ защитит членов организации от цветных революций, заявила Матвиенко "
2022-01-16,В Псковской области выявили 15 случаев заражения омикрон-штаммом 
2022-01-16,Москвичей предупредили о крещенских морозах 
2022-01-16,Большой театр чествует блистательную балерину Людмилу Семеняку 
2022-01-16,"В ДНР заявили, что зафиксировали работу РЭБ ВСУ в Донбассе "
2022-01-16,На журналистов Франс Пресс напали во время протестов в Париже 
2022-01-16,Представитель правительства Сомали ранен при нападении смертника 
2022-01-16,"Курорт ""Эльбрус"" возобновил работу "
2022-01-16,"Язык СССР. Откуда взялись ""тунеядство"", ""ликбез"" и новые феминитивы? "
2022-01-16,Британцы припомнили США Хиросиму и Нагасаки после обвинений в адрес России 
2022-01-16,В Перу два человека погибли из-за волн цунами 
2022-01-16,В Москве за сутки госпитализировали 787 человек с COVID-19 
2022-01-16,"Вряд ли ответ по гарантиям безопасности устроит Россию, заявил аналитик "
2022-01-16,Иорданский офицер погиб в перестрелке с контрабандистами 
2022-01-16,Оперштаб назвал регион с наименьшими темпами прироста случаев COVID-19 
2022-01-16,В России за сутки выписали 22 731 переболевших COVID-19 
2022-01-16,В России за сутки выявили 29 230 случаев COVID-19 
2022-01-16,В Москве выявили 6480 новых случаев заражения коронавирусом 
2022-01-16,"Турецкая база в Ираке подверглась ракетному обстрелу, сообщили СМИ "
2022-01-16,В Жулебинском лесопарке в Москве заметили горихвостку-чернушку 
2022-01-16,В ДТП в Подольске погибли три человека 
2022-01-16,В компьютерных системах украинских госучреждений нашли вредоносное ПО 
2022-01-16,"Азербайджанские сейсмологи зафиксировали землетрясение магнитудой 4,9 "
2022-01-16,На Сахалине сняли предупреждение об угрозе цунами 
2022-01-16,"Десять самолетов с миротворцами прибыли  на аэродром ""Чкаловский"" "
2022-01-16,В Москве прокуратура начала проверку после пожара в ресторане 
2022-01-16,"США готовы помочь Королевству Тонга после цунами, заявил Блинкен "
2022-01-16,В Сербии открылись участки на референдуме по изменению конституции 
2022-01-16,"Собянин заявил, что большинство развязок на МКАДе реконструированы "
2022-01-16,"На армяно-азербайджанской границе произошло землетрясение магнитудой 4,3 "
2022-01-16,"От геноцида до ""адских санкций"": Запад верен себе "
2022-01-16,Китай украл у Америки самое ценное 
2022-01-16,Шок — это по-нашему. Почему начало 90-х стало катастрофой 
2022-01-16,Захвативший заложников в синагоге в Техасе мертв 
2022-01-16,От ОРВИ до отита: почему закладывает уши и как не потерять слух навсегда 
2022-01-16,"В Раде посетовали на ""глубокую маргинализацию"" Украины "
2022-01-16,Адвокат опровергла сообщения о родстве нападавшего в Техасе с осужденной 
