date,text
2022-12-22,"Зеленский попросил у США денег для ""преступлений"" Киева "
2022-12-22,"В Элисте открыли первый в Калмыкии ""Фермерский островок"" "
2022-12-22,Узбекистан и Казахстан подписали договор о демаркации общей границы 
2022-12-22,Китай займется освоением новых рынков и привлечением инокапитала 
2022-12-22,ДНР и Якутия заключили соглашение о торгово-экономическом сотрудничестве 
2022-12-22,В Совфеде поддержали кандидатуры на должности прокуроров новых регионов 
2022-12-22,Медиакорпорация Китая представила талисман шоу по случаю Праздника весны 
2022-12-22,"В Дагестане столкнулись легковой автомобиль и грузовик, есть пострадавшие  "
2022-12-22,Лавров обсудил с главой МИД Азербайджана ситуацию в Лачинском коридоре 
2022-12-22,Русский антивоенный комитет в Швеции признали нежелательной организацией 
2022-12-22,В МИД ответили на слова Резникова о российско-белорусской группировке 
2022-12-22,"Китай рассказал, как обеспечит экономический рост в 2023 году "
2022-12-22,Депутаты рекомендовали отозвать идею переименовать пост главы Татарстана 
2022-12-22,Путин удовлетворил заявление Варданяна о выходе из российского гражданства 
2022-12-22,НИИ Пастера подал заявку на регистрацию теста на иммунитет к COVID-19 
2022-12-22,Больше половины россиян назвали 2022 год успешным для себя 
2022-12-22,В Донецке мужчина пострадал при обстреле со стороны ВСУ 
2022-12-22,Netflix построит киностудию на месте бывшей военной базы в США  
2022-12-22,Патриарх назвал число храмов в Москве 
2022-12-22,В Минтруда не планируют доплат семьям с детьми к Новому году 
2022-12-22,Макрон предупредил о последствиях вступления Украины в НАТО 
2022-12-22,МИД отметил работу российских миротворцев по контролю Лачинского коридора 
2022-12-22,Украинские войска обстреляли Каштановое и Майорск 
2022-12-22,ВСУ обстреляли Донецк снарядами натовского калибра 
2022-12-22,"В ДНР ожидают поставку новых систем ПВО, заявил Пушилин "
2022-12-22,"ЕС платит за ошибки политики ФРГ, заявил премьер Польши "
2022-12-22,Российские войска ударили по ВСУ в районе трех населенных пунктов в ДНР 
2022-12-22,Песков: США продолжают де-факто воевать с Россией до последнего украинца 
2022-12-22,В Кремле не планируют вводить строгий дресс-код для журналистов из пула 
2022-12-22,Басков пожертвовал миллион рублей семьям участников СВО 
2022-12-22,Захарова прокомментировала поездку Зеленского в Артемовск 
2022-12-22,Песков: российские миротворцы в Карабахе действуют в соответствии с законом 
2022-12-22,"В Кремле заявили, что чиновники продолжат посещать новые регионы "
2022-12-22,"ВТБ купит ""Открытие"" у Центробанка за 340 миллиардов рублей "
2022-12-22,Американский ведущий сравнил Зеленского с менеджером стриптиз-клуба  
2022-12-22,В Подмосковье школьники собрали 450 тонн гумпомощи для Донбасса 
2022-12-22,Мобильное приложение Россельхозбанка удалили из App Store 
2022-12-22,Росатом назвал консультации с МАГАТЭ по ЗАЭС полезными и откровенными 
2022-12-22,В Вологде вынесли первый реальный приговор за фейки об армии 
2022-12-22,"Саакашвили стало плохо во время суда, заявил его адвокат "
2022-12-22,Арестович рассказал о гибели своего друга под Артемовском 
2022-12-22,"Запорожская АЭС никогда не перейдет под контроль Украины, заявил Балицкий "
2022-12-22,Германия завершила национализацию газового холдинга Uniper SE 
2022-12-22,Главный синоптик Петербурга из-за гололеда шел на работу по проезжей части 
2022-12-22,Билайн: мобильный интернет ведет к формированию новых новогодних традиций 
2022-12-22,"МАГАТЭ не в состоянии прекратить обстрелы Запорожской АЭС, заявил Балицкий "
2022-12-22,Депутат Госдумы Морозов прокомментировал визит Зеленского в США 
2022-12-22,Белорусская армия вернулась в места постоянной дислокации после проверки 
2022-12-22,В Германии отметили важную деталь на встрече Зеленского и Байдена 
2022-12-22,Украинские войска выпустили по Новоселовке и Майорску 18 снарядов 
2022-12-22,В Госдуме объявили о новом рекорде в работе парламента 
2022-12-22,Лукашенко не исключил развертывания агрессии против Белоруссии 
2022-12-22,Украинские войска обстреляли Донецк из РСЗО 
2022-12-22,Украинские войска обстреляли Сватово в ЛНР 
2022-12-22,В России за сутки госпитализировали 1212 пациентов с COVID-19 
2022-12-22,Жителя Крыма приговорили к 12 годам лишения свободы за шпионаж 
2022-12-22,В Совфеде прокомментировали итоги поездки Зеленского в США 
2022-12-22,Михалик: техслужбы Аэрофлота полностью обеспечены расходными материалами 
2022-12-22,В МИД предостерегли Японию от наращивания военной мощи 
2022-12-22,"Украинские войска обстреливали больницу Калинина умышленно, заявил Пушилин "
2022-12-22,Педиатр призвал взрослых и детей носить маски в общественных местах 
2022-12-22,ВСУ снова обстреляли Петровский район Донецка 
2022-12-22,В Хабаровске откроют аквапарк к концу 2023 года 
2022-12-22,В Крыму назвали визит Зеленского в США телевизионным шоу 
2022-12-22,Абрамченко сообщила об опытной поставке в Турцию зерна за рубли 
2022-12-22,В Ростовской области нашли упавший разгонный блок ракеты 
2022-12-22,Мобильное приложение Росбанка пропало из App Store 
2022-12-22,"Пушилин рассказал о состоянии Рогозина и Хоценко, пострадавших при обстреле "
2022-12-22,Украинские войска обстреляли Донецк 
2022-12-22,СФ поддержал закон о блокировке счетов причастных к финансированию диверсий 
2022-12-22,"Рогозин считает, что обстрелявшим его гостиницу сообщили точные координаты "
2022-12-22,"Китай и Россия защищают мир от гегемонизма, заявил посол КНР в Москве "
2022-12-22,В Киеве продолжаются экстренные отключения света 
2022-12-22,В аэропортах Москвы более 60 рейсов задержали или отменили 
2022-12-22,Помощник Рогозина рассказал о его состоянии после ранения 
2022-12-22,Китайский посол оценил отношения с Россией 
2022-12-22,Украинские войска формируют ударные группы на Купянском направлении 
2022-12-22,Посол КНР отметил потенциал развития сотрудничества России в АТР 
2022-12-22,Гонорар самого дорогого комика в мире: два миллиарда и Patriot в придачу 
2022-12-22,Египетский коллапс: на что имеют право туристы при отмене поездки 
2022-12-22,Война неизбежна. Власти Молдавии рассказали о планах на ближайшие месяцы  
2022-12-22,"Киев пытается скрыть реальные потери в зоне боевых действий, заявили в ЛНР "
2022-12-22,Сбербанк планирует предложить свою платформу для выпуска цифровых облигаций 
2022-12-22,Названы самые популярные у путешественников города мира 
2022-12-22,"Западные вооружения на Украине систематично уничтожаются, заявил Антонов "
2022-12-22,"Учения России и КНР направлены на укрепление стабильности в АТР, пишут СМИ "
2022-12-22,Минобороны Тайваня отследило 39 самолетов КНР вблизи острова 
2022-12-22,ЦБ России не позволил вывести в тень 28 миллиардов рублей 
2022-12-22,"Стало известно, кого чаще всего атаковали мошенники в 2022 году "
2022-12-22,"Эксперты узнали, куда россияне ездили на автобусах в этом году "
2022-12-22,Показушница: в Twitter высмеяли акцию главы ЕК в поддержку Украины 
2022-12-22,"Зеленский заявил, что Украина и США достигли уровня настоящего союза "
2022-12-22,"Педиатр рассказал, с какого возраста можно пить детское шампанское "
2022-12-22,"Российско-китайская торговля сохраняет тенденцию к росту, заявил посол КНР "
2022-12-22,Более 500 российских предприятий стали производить военную экипировку 
2022-12-22,В Госдуме прокомментировали назначение Трейси послом США в России 
2022-12-22,В России зафиксировали падение спроса на фейерверки 
2022-12-22,В России отметили рекордный профицит консолидированных бюджетов регионов  
2022-12-22,"Кабмин Чехии пока не планирует вводить евро, заявил глава минфина "
2022-12-22,При обстреле Донецка украинскими войсками пострадал Дмитрий Рогозин 
2022-12-22,"Зеленский заявил, что рассчитывает на двухпартийную поддержку США "
2022-12-22,На севере Германии произошла утечка нефти 
2022-12-22,Итоги осенней сессии Госдумы: новые регионы и гарантии мобилизованным 
2022-12-22,Украинские войска обстреляли Донецк снарядами натовского калибра 
2022-12-21,Городские службы Москвы проводят противогололедную обработку из-за дождя 
2022-12-21,"Байден заявил Зеленскому, что Россия хочет ""использовать зиму как оружие"" "
2022-12-21,ЕСПЧ принял решение о введении мер для разблокировки Лачинского коридора 
2022-12-21,В московских аэропортах задержали или отменили более 50 рейсов 
2022-12-21,Мэр Кишинева Чебан возглавил новую проевропейскую партию Молдавии 
2022-12-21,ВСУ обстреляли два района Донецка  
2022-12-21,"Байден заявил, что США продолжат наращивать военную поддержку Украины "
2022-12-21,Пентагон раскрыл детали нового пакета помощи Украине 
2022-12-21,"Спецоперация, 21 декабря: Путин рассказал о силах НАТО в зоне спецоперации "
2022-12-21,Путин назвал сотрудничество с Белоруссией в микроэлектронике перспективным  
2022-12-21,Самарская область вновь признана лидером по реализации дорожного нацпроекта 
2022-12-21,"Зеленский заявил, что хочет обсудить сотрудничество Украины и США "
2022-12-21,В Петербурге создали Совет по поддержке участников спецоперации  
2022-12-21,СК выяснит обстоятельства гибели новорожденного под Саратовом 
2022-12-21,Пензенская область остается в лидерах по реализации дорожного нацпроекта 
2022-12-21,"Район ТЦ ""Донецк сити"" и РСК ""Олимпийский"" попали под обстрел ВСУ "
2022-12-21,В ЛНР выдали первые автомобильные номера российского образца 
2022-12-21,Сын Трампа придумал Зеленскому новое обидное прозвище 
2022-12-21,Украинские военные обстреляли Донецк из РСЗО 
2022-12-21,ОК представили обновления для создателей контента 
2022-12-21,США предадут Украине системы ЗРК Patriot 
2022-12-21,Свыше 18 млрд поступило в бюджет МО благодаря сделкам с недвижимостью 
2022-12-21,США выделят военную помощь Украине на миллиард долларов 
2022-12-21,Жители Морозовского городка в Твери начали переезжать в новые квартиры 
2022-12-21,На территории Боткинской больницы произошел пожар 
2022-12-21,"Учения России и КНР могут быть сигналом Тайваню и Японии, пишут СМИ "
2022-12-21,США продлили экспортные ограничения для трех российских авиакомпаний 
2022-12-21,Пентагон заявил о риске попадания военной помощи Украине на черный рынок 
2022-12-21,В Белоруссии завершили расследование дела организации NEXTA 
2022-12-21,Госдума рекомендовала ограничить наценки на продукты первой необходимости 
2022-12-21,Это магия какая-то! Байдена уличили в откровенной лжи 
2022-12-21,"В Минобороны Белоруссии заявили, что нацелены сохранить диалог с Польшей "
2022-12-21,ВОЗ надеется отменить статус пандемии COVID-19 и оспы обезьян в 2023 году 
2022-12-21,Помощник Рейгана раскрыл главное отличие Путина от западных политиков 
2022-12-21,Неожиданные звезды: самые запоминающиеся смартфоны realme 2022 года 
2022-12-21,Псаки объяснила визит Зеленского в США 
2022-12-21,Роспотребнадзор заявил о надежной защите от завоза инфекции из Афганистана 
2022-12-21,"В Самаре установили ""супрематический куб"" Николая Полисского  "
2022-12-21,"Х5 Group: в команде 325 тысяч человек, с каждым работаем индивидуально "
2022-12-21,Госдума предложила освободить от налогов аграриев новых регионов России 
2022-12-21,"В Чувашии будут судить пьяного водителя, насмерть сбившего двоих детей "
2022-12-21,"Посол КНР в России вручил ""Премию дружбы"" гендиректору ВГТРК "
2022-12-21,МИД Греции заявил о необходимости деэскалации напряженности в Косово 
2022-12-21,В Донецке снаряд ВСУ попал в детский сад 
2022-12-21,Украинские войска выпустили 21 снаряд и шесть мин по территории ДНР 
2022-12-21,Мурашко анонсировал расширение перечня жизненно необходимых лекарств 
2022-12-21,Шойгу призвал ввести в российских военкоматах федеральную госслужбу 
2022-12-21,"Националисты есть в любой стране, но в России с ними борются, заявил Путин "
2022-12-21,"В Китае раскрыли, от чего зависит завершение конфликта на Украине "
2022-12-21,МИД Польши: взорвавшийся гранатомет повлияет на доверие к МВД Украины 
2022-12-21,В армии Гамбии планировали свержение правительства 
2022-12-21,В США освободили из заключения россиянина Мартышева 
2022-12-21,В Киеве объявили воздушную тревогу 
2022-12-21,Испания выделит Украине первый пакет помощи от Всемирного банка 
2022-12-21,"Байден заявил, что ему нужно многое обсудить с Зеленским "
2022-12-21,"Гузеева заготовила на Новый год 1,5 тысячи пельменей "
2022-12-21,Роснефть провела конференцию по вопросам нефтегазохимического комплекса 
2022-12-21,"Товарооборот провинции Хэйлунцзян с российскими регионами вырос на 41,8% "
2022-12-21,"В России запустили образовательную платформу ""Магия знаний: история России"" "
2022-12-21,Гонконг объявил о смягчении антиковидных мер 
2022-12-21,"Противник России в ситуации с Украиной действовал эффективно, отметил Путин "
2022-12-21,Путин: Россия будет совершенствовать военную составляющую государства 
2022-12-21,"Путин напомнил, что Россия долго пыталась наладить отношения с Украиной "
2022-12-21,ВСУ обстреляли Донецк и Гольмовский 
2022-12-21,Путин рассказал о реакции Запада на вопросы о госперевороте на Украине 
2022-12-21,"Путин заявил, что у России есть запас прочности "
2022-12-21,"Американский полковник указал на деталь, сигнализирующую о проблемах ВСУ "
2022-12-21,Путин назвал происходящее на Украине результатом политики третьих стран 
2022-12-21,"Путин заявил, что считает украинский народ братским "
2022-12-21,Шойгу поручил создать пять дивизий морской пехоты в береговых войсках ВМФ 
2022-12-21,Шойгу призвал создать Московский и Ленинградский военные округа 
2022-12-21,Боевые возможности ВС России за 2022 год выросли более чем на 13 процентов 
2022-12-21,Шойгу заявил о создании группировки войск на северо-западе России 
2022-12-21,Путин: 150 тысяч мобилизованных проходят подготовку на полигонах 
2022-12-21,"СМИ: ""Уральские авиалинии"" перестали летать в Египет "
2022-12-21,В России изменили график поставок вооружений в ВС из-за СВО  
2022-12-21,"Расширенный ""Европротокол онлайн"" от ВСК получил премию ""Время инноваций"" "
2022-12-21,Гузеева появилась на съемках новогодней программы в сверкающем наряде 
2022-12-21,"В России начались работы по развертыванию МБР ""Сармат"" "
2022-12-21,Шойгу: частичная мобилизация позволила повысить боевые возможности войск 
2022-12-21,Шойгу: российские войска сокращают потенциал Киева высокоточными ударами 
2022-12-21,"Более 20 тысяч человек пошли в войска добровольцами, заявил Шойгу "
2022-12-21,"Запад стремится максимально затянуть конфликт на Украине, заявил Шойгу "
2022-12-21,"Путин заявил, что на поле боя не может быть мелочей "
2022-12-21,Путин призвал расширять арсенал современных ударных средств в армии 
2022-12-21,Путин: у российских военных все должно быть на высшем уровне 
2022-12-21,Путин отметил необходимость совершенствования ядерной триады  
2022-12-21,"Все намеченные планы в ОПК выполнят, заявил Путин "
2022-12-21,"Путин заявил, что России хорошо известна вся информация о силах НАТО "
2022-12-21,"Боевые действия показали, над чем нужно работать, отметил Путин "
2022-12-21,"Во всей России будет обеспечена безопасная жизнь граждан, заявил Путин "
2022-12-21,Путин объявил минуту молчания на коллегии Минобороны  
2022-12-21,Суд назначил дату начала процесса по делу Невзорова* 
2022-12-21,"Люся Чеботина записала песню для новогодней серии ""Простоквашино"" "
2022-12-21,Житель Твери из-за прорвавшейся трубы попал в трехметровую яму 
2022-12-21,В ДНР рассказали о последствиях обстрела ВСУ Пролетарского района Донецка 
2022-12-21,Путин запустил работу Ковыктинского месторождения 
2022-12-21,"Полиция Краснодара задержала студента, стрелявшего из пистолета в общежитии "
2022-12-21,Путин принимает участие в запуске Ковыктинского месторождения 
2022-12-21,Сын мэра Ангарска извинился за футболку с украинским флагом 
2022-12-21,Швейцария решила присоединиться к мерам Евросоюза по экономии энергии 
2022-12-21,Борисов: Россия и Китай уже подписали соглашение о работах по изучению Луны 
2022-12-21,В Москве откроется выставка работ эмигрировавших в Китай русских художников 
2022-12-21,Сочинский нацпарк впервые запустит систему единого пропуска для туристов 
2022-12-21,"Собянин рассказал, как изменилась российская экономика за десять лет "
2022-12-21,Круглый стол ЭИСИ о политических итогах 2022 года 
2022-12-21,"Зеленский планировал посетить США еще летом, сообщили СМИ "
2022-12-21,"Япония начнет тренировать украинских саперов в Камбодже, сообщили СМИ "
2022-12-21,"В Киеве признали, что за кибератакой на RuTube 9 мая стоят хакеры с Украины "
2022-12-21,Сальдо назвал возвращение правобережья Херсонской области главной задачей 
2022-12-21,Украинские войска выпустили по Макеевке 14 снарядов за час 
2022-12-21,Еврокомиссия одобрила план Германии для спасения газового холдинга Uniper 
2022-12-21,Украинские войска обстреляли два района Донецка 
2022-12-21,В России испытали конвертоплан для городской застройки 
2022-12-21,Эксперт назвал закрытие телеканалов в Молдавии первым шагом к гонениям 
2022-12-21,При обстреле Донецка украинскими войсками пострадала мирная жительница 
2022-12-21,"Песков ответил на сообщения о пленении бойцов ВСУ, расстрелявших россиян "
2022-12-21,Институт Пушкина назвал слово года 
2022-12-21,В Кремле ответили на вопрос о месторасположении объединенного штаба 
2022-12-21,В Кремле прокомментировали поставки оружия Киеву 
2022-12-21,Встречи Путина с прибывающим в Москву Гросси не планируется 
2022-12-21,Путин не планирует поздравлять Макрона с днем рождения по телефону 
2022-12-21,ВС России уничтожили еще три украинских артсистемы М-777 
2022-12-21,Госдума приняла закон о деятельности сервисов по размещению объявлений 
2022-12-21,ВКС сбили украинский самолет Су-25 и вертолет Ми-8 
2022-12-21,Пресс-конференция Байдена и Зеленского состоится в 0:30 по Москве 
2022-12-21,СБУ проводит проверку в монастыре УПЦ в Сумской области 
2022-12-21,Пресс-конференция председателя Комитета ГД РФ Александра Хинштейна 
2022-12-21,ВКС России сбили украинские Су-25 и Ми-8 
2022-12-21,Госдума повысила порог покупки ювелирных изделий без паспорта 
2022-12-21,Матвиенко назвала итоги года для российской экономики оптимистичными 
2022-12-21,Матвиенко назвала условия для переговоров по Украине 
2022-12-21,Матвиенко назвала возможные сроки назначения главы Счетной палаты 
2022-12-21,"Украинские войска обстреляли Макеевку, Майорск и Новоселовку "
2022-12-21,В Госдуме работают над проектом об ответственности за утечку личных данных 
2022-12-21,Итоги года в нефтяной сфере: рынок на грани нервного срыва 
2022-12-21,Минобороны показало совместные маневры российских и белорусских военных 
2022-12-21,"В Сочи оштрафовали туриста, которого четыре дня искали в горах нацпарка "
2022-12-21,Французский разведчик высказался о силе России 
2022-12-21,МИД КНР призвал США прекратить использовать НАТО для сохранения гегемонии 
2022-12-21,В Петербурге женщина пострадала из-за падения наледи с крыши 
2022-12-21,Хорошая изолента : в Сети высмеяли платье Бузовой с голой грудью 
2022-12-21,В Подмосковье машинист предотвратил столкновение электрически с грузовиком 
2022-12-21,В Москве за сутки госпитализировали 196 человек с COVID-19 
2022-12-21,В Подмосковье за сутки госпитализировали 48 пациентов с COVID-19 
2022-12-21,Проблему нехватки лекарств в глубинке Хабаровского края решат в 2023 году 
2022-12-21,"Борисов рассказал о температуре в жилом отсеке ""Союза МС-22"" после аварии "
2022-12-21,Россия и Китай подписали соглашение о работах по изучению Луны 
2022-12-21,"Матвиенко вручит удостоверения новым сенаторам 23 декабря, сообщил источник "
2022-12-21,"В ""Роскосмосе"" назвали возможного ""виновника"" аварии на ""Союзе МС-22"" "
2022-12-21,Медведев назвал прошедшие российско-китайские переговоры полезными 
2022-12-21,Спикер парламента Венгрии откровенно высказался об Украине и Западе 
2022-12-21,Медведев и Си Цзиньпин обменялись мнениями по широкому кругу вопросов 
2022-12-21,Си Цзиньпин встретился с Медведевым в госрезиденции в Пекине 
2022-12-21,В Липецкой области в 2023 году постоят 13 медучреждений 
2022-12-21,В Москве тренер по борьбе признал вину в педофилии 
2022-12-21,Итоги года: ЦБ поставил расчистку банковского сектора на паузу 
2022-12-21,Артем Соколов: украшения первыми приходят на ум при мысли о подарке  
2022-12-21,В Москве заменили более 2200 лифтов в рамках программы капремонта 
2022-12-21,"Кроссовер ""Москвич"" будет стоить от 1,97 миллиона рублей "
2022-12-21,Во Владивостоке арестованные напали на сотрудника СИЗО во время прогулки 
2022-12-21,"Россия перенимает тактику США и НАТО в ядерной сфере, пишут СМИ "
2022-12-21,В США пока не видят возможности завершить конфликт на Украине дипломатией 
2022-12-21,"Белый дом подтвердил, что Зеленский в среду посетит Вашингтон "
2022-12-21,ВСУ обстреляли два района в Донецке 
2022-12-21,Украинские войска утром обстреляли Горловку 
2022-12-21,Конгрессвумен раскритиковала намерение Зеленского выступить в конгрессе США 
2022-12-21,Москвичей предупредили о ледяном дожде в среду 
2022-12-21,"Запад создал технологию, гарантирующую победу над Россией "
2022-12-21,Лекарство будет через три года: ученые раскрыли тайну старения 
2022-12-21,Срок — не помеха. К власти в США может прийти уголовник 
2022-12-21,Астана и Лондон намерены подписать новое соглашение о партнерстве 
2022-12-21,"Украинские войска готовят Артемовск к городским боям, заявили в ЛНР "
2022-12-21,"В РЖД рассказали, что чаще всего покупают в пути пассажиры ""Сапсанов"" "
2022-12-21,Число случаев COVID-19 в США превысило сто миллионов 
2022-12-21,"Сроки доставки грузов из КНР в Россию увеличились, заявили логисты "
2022-12-21,"Протестующие в Монголии поступили мудро, заявил экс-чиновник "
2022-12-21,"В Роскачестве рассказали, как отличить настоящую икру от имитированной "
2022-12-21,Госзакупки автомобилей в России снизились на 18 процентов 
2022-12-21,"Ювелир рассказал, какие драгоценности наиболее популярны в России "
2022-12-21,Маск назвал условие своего ухода с поста гендиректора Twitter 
2022-12-21,"Российский ювелирный рынок за год ""просел"" на десять процентов "
2022-12-21,Комитет конгресса проголосовал за обнародование налоговых деклараций Трампа 
2022-12-21,"В Запорожье слышны взрывы, заявил Рогов "
2022-12-21,"В РЖД рассказали, что чаще всего заказывают пассажиры ""Сапсанов"" "
2022-12-21,"Юрист раскрыл, как мошенники учат своих жертв обманывать банки "
2022-12-21,"США передадут Украине ЗРК Patriot, сообщили СМИ "
2022-12-21,В России вырос средний чек на ювелирные украшения 
2022-12-21,"Названы три причины, почему доллар сохраняет свою силу "
2022-12-21,"Ученые из Стэнфорда сочли слово ""американец"" неполиткорректным "
2022-12-21,В ООН призвали Баку и Ереван соблюдать договоренности о прекращении огня 
2022-12-21,"Зеленский намерен выступить на заседании конгресса США, сообщили СМИ "
2022-12-21,"Борисов оценил убытки ""Роскосмоса"" по итогам 2022 года "
2022-12-20,Бегавшего с ножом по подъезду краснодарца будут лечить от наркомании 
2022-12-20,"Спецоперация, 20 декабря: Путин заявил о сложной ситуации в новых регионах "
2022-12-20,Всемирный банк одобрил выделение Киеву 610 миллионов долларов 
2022-12-20,Пушилин: в декабре в Донецке от обстрелов погиб 21 мирный житель 
2022-12-20,Пушилин попросил Путина помочь ускорить процесс открытия МФЦ в ДНР 
2022-12-20,Путин: иностранные СМИ молчат об обстрелах Киевом жилых кварталов Донецка 
2022-12-20,СК расследует обстоятельства обстрелов ВСУ Белгородской и Брянской областей 
2022-12-20,Путин в Кремле встретился с врио главы ДНР Пушилиным 
2022-12-20,Путин: плановая медпомощь жителям ЛНР должна проходить без сбоев 
2022-12-20,Минфин Люксембурга разрешил разблокировать замороженные активы россиян 
2022-12-20,Международные правозащитники раскритиковали Санду за диктаторские методы 
2022-12-20,Путин прокомментировал вопрос о приватизации угольных предприятий ЛНР 
2022-12-20,Транснефть: Казахстан не сообщал о планах перенаправить нефть в ФРГ 
2022-12-20,Жительница Курской области была ранена при обстреле ВСУ 
2022-12-20,Путин назвал ситуацию в ЛНР весьма сложной 
2022-12-20,Фигуранты коррупционного скандала в Европарламенте начали давать показания 
2022-12-20,Прокуратура запросила пожизненное для убийцы двух девочек в Рыбинске 
2022-12-20,США заявили о продолжении переговоров с Россией на тему освобождения Уилана 
2022-12-20,Общественные деятели и оппозиция в Молдавии встревожены гонениями на СМИ 
2022-12-20,"Дмитрий Киселев встретился с участниками ""Движения первых"" "
2022-12-20,"В Туле прокуратура выяснит детали истории домашней рыси, погибшей в лесу "
2022-12-20,"Сунак подтвердил, что продолжит военную поддержку Украины "
2022-12-20,"Свыше 2,5 тысячи многодетных семей из МО стали обладателями участков "
2022-12-20,Пригожин предложил Зеленскому встретиться 
2022-12-20,В Белом доме не видят перспектив для восстановления ядерной сделки с Ираном 
2022-12-20,Газопровод в Чувашии начнут восстанавливать после оценки повреждений 
2022-12-20,Шульгинов: российские компании заинтересованы в сотрудничестве с Ираном 
2022-12-20,Штайнмайер призвал Си Цзиньпина повлиять на Россию для завершения СВО 
2022-12-20,Распутина нашла объяснение отъезду Пугачевой в Израиль 
2022-12-20,Мексика предоставила убежище семье экс-президента Перу Педро Кастильо 
2022-12-20,Посольство Финляндии в России забросали кувалдами 
2022-12-20,А-Техникс расширил сертификаты ФАП-285 на Красноярск и Владивосток 
2022-12-20,Смоленские власти помогут с жильем молодым врачам 
2022-12-20,Кировская область начнет возвращать в оборот сельхозземли в 2023 году 
2022-12-20,В аэропорту Кишинева у пятерых россиян выявили фальшивые британские визы 
2022-12-20,"Волгоградка, закопавшая свою мать живьем, получила восемь лет тюрьмы "
2022-12-20,Итальянские журналисты попали под обстрел в Херсоне 
2022-12-20,Движение на серой ветке метро Москвы ввели в график 
2022-12-20,"Госдума приняла проект о штрафах за карты, оспаривающие границы России "
2022-12-20,"Уоллес сообщил, что поддерживал связь с Шойгу в течение года "
2022-12-20,В Косово бездоказательно обвинили Россию в разжигании войны на Балканах 
2022-12-20,В Москве увеличили интервалы движения на серой ветке метро 
2022-12-20,На курортах юга России открывается горнолыжный сезон 
2022-12-20,Новак назвал решение ЕС по потолку цен на газ политическим 
2022-12-20,Житель Петербурга получил 18 лет за убийство продавщицы сексшопа 
2022-12-20,Путин проведет заседание коллегии Минобороны 
2022-12-20,"Боррелю предложили учредить ""приз любителей нацизма"" после слов о Зеленском "
2022-12-20,Островский: мероприятия по нацпроектам за 2022 год в основном выполнены 
2022-12-20,Newsweek рассказал о развертывании в России непобедимого оружия 
2022-12-20,В МИД анонсировали очные переговоры по зерновой сделке с ООН 
